,0,1,2,3,4,5,6,7,8,9
0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,0.16695849841471536,0.16993312213165068,0.12975342320815306,0.07029587809862385,0.08857319042161445,0.0795759163591507,0.09710619538573902,0.06251490200631012,0.06766455654969385,0.0676243174243489
2,0.24117007034856544,0.23613375084096538,0.1600140335504674,0.04918059808275489,0.08411111467586105,0.056862661527176415,0.0616060013292299,0.03783204932526903,0.037154253365987475,0.035935466953723016
3,0.3110488323648054,0.2798768807612512,0.1584128872774637,0.038353155930294876,0.06974988328806919,0.03844271787701491,0.04346463434274626,0.02450135700483626,0.01909927455059799,0.017050376602920168
4,0.37778681311949264,0.3078755186894183,0.15074612985784738,0.02814020931942589,0.05153417985501106,0.024420811133251393,0.027856490199944225,0.014941630168364648,0.00907992392788665,0.007618293729357802
5,0.4387458071011769,0.3135357361917949,0.13957090039523007,0.02293445373436419,0.03602240547046123,0.016643832749521664,0.016775287511194007,0.008340342025015414,0.004176396534936218,0.0032548382863054207
6,0.49154560387501917,0.3067046194256671,0.1289624620699256,0.01829161586909784,0.0260104815279655,0.010533309652717022,0.010095348558096918,0.004700252588362284,0.001721305998002071,0.0014350004351463158
7,0.5272177244022501,0.3124333161875647,0.11270709838195941,0.01387203747125885,0.01785544403003182,0.006565188171688677,0.0057099553982413905,0.0023920712784325214,0.0006809465933571594,0.0005662180852151561
8,0.5678897723824746,0.30311478376007095,0.09726535964241059,0.010477676939640078,0.012047596550652023,0.004235446734194506,0.0033001857470600863,0.0011464329778003025,0.00029837603453009015,0.00022436923116651438
9,0.6054212701021894,0.28718145369538367,0.08559553349525519,0.00793533511495759,0.008671037172841513,0.002634952504629521,0.0017792720718969555,0.0005650220979458297,0.00012812784327214757,8.799590162820904e-05
10,0.6477737493483054,0.26376619257438255,0.07357550519848291,0.006181448926435052,0.005810099647393886,0.0015008747406420639,0.0010116373509350108,0.0002906977659608058,5.0432988477517755e-05,3.936145898467713e-05
11,0.6815802560744705,0.24748009883667382,0.06093736894195393,0.0046578796702272385,0.0035830395669994818,0.0009526004365450312,0.0005845189559563885,0.00014682179479486387,3.870786118925347e-05,3.870786118925347e-05
12,0.7068111515937614,0.2339425559036037,0.052551819794274306,0.003432341126203773,0.002217421311168023,0.0005775878972273105,0.00032126106898648394,6.95617672969607e-05,3.8149768738847715e-05,3.8149768738847715e-05
13,0.728847220672399,0.2216250525566128,0.04497172612101627,0.002523564675651341,0.001402734971287172,0.00034618129050757756,0.0001697150954213869,3.793487236806179e-05,3.793487236806179e-05,3.793487236806179e-05
14,0.752374153843078,0.2054650667152522,0.03872446482199886,0.0020564255267633935,0.0009661751399576063,0.00021118153231043318,8.860608240945289e-05,3.7975446076652634e-05,3.7975446076652634e-05,3.7975446076652634e-05
15,0.7639942330609968,0.19917746465941252,0.03410741769084465,0.001722034628598064,0.0007140894331594675,0.00013065368760186116,4.2038487457712805e-05,3.7356117309593835e-05,3.7356117309593835e-05,3.7356117309593835e-05
16,0.7785800653007179,0.19003956772728609,0.029297596702746048,0.001384256732078758,0.0004651946714355636,8.33577341272205e-05,3.74902829020681e-05,3.74902829020681e-05,3.74902829020681e-05,3.74902829020681e-05
17,0.785722672155979,0.18737697645753815,0.02527998042106214,0.0010946458765761999,0.00032476468866276853,5.245866969506262e-05,3.7125432621605994e-05,3.7125432621605994e-05,3.7125432621605994e-05,3.7125432621605994e-05
18,0.7944976162608708,0.18314244182130557,0.021134571422931066,0.0008224790964881318,0.0002168974405867552,3.719879156345254e-05,3.719879156345254e-05,3.719879156345254e-05,3.719879156345254e-05,3.719879156345254e-05
19,0.8009146915419051,0.1802958939782053,0.017810801148946863,0.0006548211924918652,0.0001383667557181854,3.7085076546496526e-05,3.7085076546496526e-05,3.7085076546496526e-05,3.7085076546496526e-05,3.7085076546496526e-05
20,0.8145867531061391,0.16982789523696906,0.01481635861870136,0.0005001380854352969,8.177527830092841e-05,3.741593489082189e-05,3.741593489082189e-05,3.741593489082189e-05,3.741593489082189e-05,3.741593489082189e-05
21,0.8280932903039592,0.15895693548405287,0.012347481139333127,0.0003655377152127041,4.976576074572356e-05,3.739791933924902e-05,3.739791933924902e-05,3.739791933924902e-05,3.739791933924902e-05,3.739791933924902e-05
22,0.8306494153117139,0.15836854858372237,0.010487464400413808,0.0002731627061837668,3.6901499660997505e-05,3.6901499660997505e-05,3.6901499660997505e-05,3.6901499660997505e-05,3.6901499660997505e-05,3.6901499660997505e-05
23,0.8393059609688089,0.15141881868467402,0.008854376468226394,0.00019781591809331855,3.7171326699507474e-05,3.7171326699507474e-05,3.7171326699507474e-05,3.7171326699507474e-05,3.7171326699507474e-05,3.7171326699507474e-05
24,0.8420138784818196,0.15005285427924414,0.007567158587119676,0.00014466883643581566,3.6906635896751625e-05,3.6906635896751625e-05,3.6906635896751625e-05,3.6906635896751625e-05,3.6906635896751625e-05,3.6906635896751625e-05
25,0.84551331831914,0.14778929954472836,0.006365182468391965,0.00011055465095633689,3.694083613052621e-05,3.694083613052621e-05,3.694083613052621e-05,3.694083613052621e-05,3.694083613052621e-05,3.694083613052621e-05
26,0.8490099566202366,0.14526508542709315,0.0054211729038237825,8.214456019412392e-05,3.694008144204685e-05,3.694008144204685e-05,3.694008144204685e-05,3.694008144204685e-05,3.694008144204685e-05,3.694008144204685e-05
27,0.8559927321108216,0.13927135914069413,0.0044524728556292,6.08928292687969e-05,3.709051059769861e-05,3.709051059769861e-05,3.709051059769861e-05,3.709051059769861e-05,3.709051059769861e-05,3.709051059769861e-05
